USO2013,TU,month,temperature,rainfall,population,water_consumption
H2,DOMESTICO MEDIO,,29,31,24147,19.0
H3,DOMESTICO MEDIO,,28,30,32982,12.0
H1,SOCIAL,,27,36,39613,10.0
H3,DOMESTICO MEDIO,,27,39,49181,7.0
H2,SOCIAL,,20,35,14562,12.0
H3,DOMESTICO MEDIO,,26,48,36957,11.0
H2,DOMESTICO MEDIO,,27,97,18370,4.0
H3,DOMESTICO MEDIO,,36,19,23352,14.0
H3,DOMESTICO RESIDENCIAL,,38,84,46193,16.0
H2,DOMESTICO MEDIO,,39,32,13192,0.0
H3,COMERCIAL,,21,95,13734,3972.0
H2,DOMESTICO MEDIO,,31,7,25035,30.0
H2,SOCIAL,,38,15,43001,14.0
H3,DOMESTICO MEDIO,,39,80,14741,4.0
H3,DOMESTICO MEDIO,,22,45,15338,17.0
H3,DOMESTICO MEDIO,,20,0,40173,4.0
H3,SOCIAL,,37,40,20643,24.0
H3,DOMESTICO MEDIO,,34,9,46446,23.0
H3,DOMESTICO MEDIO,,22,31,28785,23.0
H3,DOMESTICO RESIDENCIAL,,23,15,16553,17.0
H3,DOMESTICO MEDIO,,38,56,35104,8.0
H3,DOMESTICO MEDIO,,28,81,14175,8.0
H1,DOMESTICO MEDIO,,30,0,20864,33.0
H2,DOMESTICO MEDIO,,33,9,45948,12.0
MX,DOMESTICO MEDIO,,24,75,11455,0.0
H3,DOMESTICO MEDIO,,27,82,46339,8.0
H2,DOMESTICO RESIDENCIAL,,24,39,14955,12.0
H3,SOCIAL,,28,7,28792,15.0
H1,DOMESTICO MEDIO,,35,63,28175,25.0
H3,DOMESTICO MEDIO,,35,46,40861,8.0
H2,DOMESTICO MEDIO,,30,45,45186,34.0
H2,DOMESTICO MEDIO,,27,25,22799,10.0
H2,DOMESTICO MEDIO,,35,51,24788,18.0
H3,DOMESTICO MEDIO,,37,32,39629,2.0
H2,DOMESTICO MEDIO,,23,83,47662,23.0
H2,DOMESTICO MEDIO,,27,41,39869,10.0
H2,DOMESTICO MEDIO,,31,3,45132,10.0
H3,DOMESTICO RESIDENCIAL,,21,83,14011,2.0
H2,SOCIAL,,36,30,15364,14.0
H3,DOMESTICO MEDIO,,38,84,27734,10.0
H3,DOMESTICO MEDIO,,22,13,16023,6.0
MX,SOCIAL,,36,16,49772,14.0
H2,DOMESTICO MEDIO,,26,86,28761,16.0
H3,DOMESTICO MEDIO,,28,50,12616,11.0
H2,DOMESTICO MEDIO,,22,90,11429,21.0
H2,DOMESTICO MEDIO,,29,68,23628,0.0
MX,DOMESTICO MEDIO,,28,22,21029,36.0
H2,DOMESTICO MEDIO,,26,61,37985,17.0
H3,DOMESTICO MEDIO,,24,21,27925,15.0
H3,DOMESTICO MEDIO,,39,83,34949,11.0
H3,DOMESTICO MEDIO,,29,31,19851,41.0
H3,DOMESTICO RESIDENCIAL,,29,64,48123,2.0
H3,DOMESTICO RESIDENCIAL,,23,2,41796,8.0
H3,DOMESTICO RESIDENCIAL,,29,92,30469,14.0
H2,DOMESTICO MEDIO,,21,24,24668,16.0
H1,SOCIAL,,25,44,17945,12.0
MX,SOCIAL,,26,63,25055,48.0
MX,COMERCIAL,,37,45,16960,1.0
MX,DOMESTICO MEDIO,,31,23,24897,25.0
H3,DOMESTICO MEDIO,,35,35,42621,0.0
H3,DOMESTICO MEDIO,,23,94,34526,8.0
MX,DOMESTICO MEDIO,,29,0,47320,20.0
H1,DOMESTICO MEDIO,,37,3,25552,20.0
H3,DOMESTICO RESIDENCIAL,,20,59,38800,9.0
H3,DOMESTICO MEDIO,,22,29,17763,20.0
H3,DOMESTICO MEDIO,,38,37,13913,10.0
H2,DOMESTICO MEDIO,,28,33,30048,22.0
H3,DOMESTICO RESIDENCIAL,,20,36,11335,11.0
H3,DOMESTICO MEDIO,,23,58,38186,11.0
H2,DOMESTICO MEDIO,,32,23,13554,6.0
H3,DOMESTICO RESIDENCIAL,,30,79,38654,6.0
H3,DOMESTICO MEDIO,,21,62,27704,20.0
H2,DOMESTICO MEDIO,,21,0,37105,10.0
H3,DOMESTICO MEDIO,,38,78,16830,17.0
H2,DOMESTICO MEDIO,,28,62,18481,3.0
H2,DOMESTICO RESIDENCIAL,,34,67,10462,17.0
H3,DOMESTICO MEDIO,,27,86,41339,1.0
H3,DOMESTICO MEDIO,,20,71,11345,5.0
H3,DOMESTICO MEDIO,,26,5,30427,13.0
H2,DOMESTICO MEDIO,,30,70,34852,11.0
H2,DOMESTICO MEDIO,,21,3,46253,20.0
H2,DOMESTICO MEDIO,,21,6,13875,23.0
H3,SOCIAL,,26,69,38204,9.0
MX,DOMESTICO MEDIO,,21,15,48503,20.0
H3,DOMESTICO MEDIO,,23,41,28361,0.0
MX,DOMESTICO MEDIO,,38,58,36888,9.0
H1,DOMESTICO MEDIO,,32,56,42904,33.0
MX,DOMESTICO MEDIO,,30,11,16905,27.0
H2,DOMESTICO MEDIO,,28,69,16206,27.0
H3,COMERCIAL,,27,28,31997,2.0
H3,DOMESTICO RESIDENCIAL,,22,67,23325,10.0
H1,DOMESTICO MEDIO,,36,53,21127,13.0
H3,DOMESTICO MEDIO,,39,35,29546,14.0
H3,DOMESTICO MEDIO,,29,6,38558,20.0
H2,DOMESTICO RESIDENCIAL,,20,7,28464,22.0
H3,DOMESTICO MEDIO,,21,11,24978,18.0
H3,SOCIAL,,30,39,26195,39.0
H3,DOMESTICO RESIDENCIAL,,31,19,12301,6.0
H2,DOMESTICO MEDIO,,39,51,27169,22.0
H3,DOMESTICO MEDIO,,36,19,46946,15.0
H3,DOMESTICO MEDIO,,20,10,46463,16.0
H2,DOMESTICO MEDIO,,37,99,39232,9.0
H2,DOMESTICO MEDIO,,28,11,32399,28.0
MX,COMERCIAL,,30,78,13282,4.0
MX,DOMESTICO MEDIO,,26,40,21230,29.0
H3,DOMESTICO MEDIO,,27,6,15638,0.0
H2,DOMESTICO MEDIO,,21,77,10481,21.0
H3,DOMESTICO MEDIO,,33,11,27741,20.0
H3,DOMESTICO MEDIO,,36,39,29752,15.0
H2,DOMESTICO MEDIO,,32,60,24760,10.0
H3,DOMESTICO RESIDENCIAL,,38,92,34828,43.0
H3,DOMESTICO RESIDENCIAL,,30,47,46074,15.0
H2,DOMESTICO MEDIO,,27,74,21417,11.0
H3,DOMESTICO RESIDENCIAL,,39,21,36240,3.0
H1,DOMESTICO MEDIO,,27,4,48785,3.0
H3,DOMESTICO MEDIO,,26,64,47611,18.0
H3,DOMESTICO MEDIO,,22,38,47011,1.0
H3,DOMESTICO MEDIO,,34,43,10623,7.0
H3,DOMESTICO MEDIO,,32,99,24244,15.0
H3,COMERCIAL,,35,29,24617,2574.0
H2,DOMESTICO MEDIO,,34,42,31521,7.0
H3,DOMESTICO MEDIO,,21,91,16507,12.0
H2,DOMESTICO MEDIO,,28,40,11036,20.0
H1,DOMESTICO RESIDENCIAL,,30,63,20996,21.0
H3,DOMESTICO RESIDENCIAL,,35,67,20092,9.0
H1,DOMESTICO BAJA,,20,89,19947,58.0
H3,COMERCIAL,,21,78,39378,5447.0
H3,DOMESTICO MEDIO,,35,79,19856,20.0
H1,DOMESTICO MEDIO,,27,58,13224,15.0
H2,COMERCIAL,,37,22,27364,10.0
H2,DOMESTICO BAJA,,28,37,13703,6.0
H2,COMERCIAL,,29,60,26627,1.0
MX,DOMESTICO RESIDENCIAL,,27,90,32856,10.0
H1,DOMESTICO MEDIO,,21,64,29980,21.0
H3,DOMESTICO MEDIO,,35,98,45461,20.0
H1,DOMESTICO MEDIO,,37,71,35389,10.0
H2,DOMESTICO RESIDENCIAL,,33,88,15929,34.0
H3,DOMESTICO MEDIO,,35,36,30844,25.0
H1,COMERCIAL,,33,15,40909,27.0
H3,COMERCIAL,,23,42,22165,5785.0
EQ,COMERCIAL,,20,41,28138,20.0
H2,DOMESTICO MEDIO,,31,76,22145,12.0
H2,DOMESTICO MEDIO,,35,14,33281,5.0
H3,DOMESTICO RESIDENCIAL,,38,0,34650,20.0
H3,DOMESTICO MEDIO,,34,28,32697,21.0
H2,DOMESTICO MEDIO,,26,77,21625,22.0
H3,DOMESTICO MEDIO,,38,7,23255,13.0
H2,DOMESTICO MEDIO,,29,31,18337,16.0
H3,DOMESTICO MEDIO,,36,93,21797,21.0
H2,DOMESTICO MEDIO,,23,81,24030,20.0
H3,DOMESTICO RESIDENCIAL,,28,11,23529,10.0
H1,DOMESTICO MEDIO,,24,94,27115,47.0
H2,DOMESTICO RESIDENCIAL,,28,37,48958,41.0
H2,DOMESTICO MEDIO,,39,0,36969,30.0
H2,DOMESTICO MEDIO,,32,83,46343,23.0
H2,DOMESTICO MEDIO,,27,83,25215,25.0
H2,SOCIAL,,24,17,26918,14.0
H2,DOMESTICO MEDIO,,33,85,15412,20.0
MX,DOMESTICO MEDIO,,31,2,15210,45.0
H3,DOMESTICO MEDIO,,24,91,28258,5.0
H2,DOMESTICO MEDIO,,35,30,32660,21.0
H3,DOMESTICO MEDIO,,38,2,42770,11.0
H3,DOMESTICO MEDIO,,38,30,31647,7.0
H3,DOMESTICO MEDIO,,26,98,21622,9.0
H3,DOMESTICO MEDIO,,21,72,26386,20.0
H3,DOMESTICO MEDIO,,31,35,41405,13.0
H3,DOMESTICO MEDIO,,28,51,15155,30.0
H2,DOMESTICO MEDIO,,39,36,22617,17.0
MX,DOMESTICO MEDIO,,25,74,12128,20.0
H2,DOMESTICO MEDIO,,32,29,23209,33.0
H2,DOMESTICO MEDIO,,21,95,47943,2.0
H2,DOMESTICO MEDIO,,25,9,10573,20.0
H2,DOMESTICO MEDIO,,23,8,27860,30.0
CU,DOMESTICO MEDIO,,38,2,18031,20.0
H3,DOMESTICO MEDIO,,39,26,45102,10.0
H3,SOCIAL,,37,61,11822,6.0
H3,DOMESTICO MEDIO,,38,17,24190,14.0
H1,DOMESTICO MEDIO,,32,91,21726,25.0
H3,DOMESTICO MEDIO,,21,98,29758,13.0
MX,DOMESTICO MEDIO,,20,91,47063,30.0
H2,DOMESTICO MEDIO,,30,76,19400,21.0
H3,DOMESTICO MEDIO,,25,92,28414,11.0
H3,DOMESTICO MEDIO,,23,46,46891,0.0
H2,DOMESTICO MEDIO,,34,77,21946,15.0
H3,DOMESTICO MEDIO,,32,29,30948,3.0
H3,COMERCIAL,,28,27,24962,1155.0
H2,DOMESTICO MEDIO,,33,45,47395,27.0
H3,COMERCIAL,,33,35,36553,1037.0
H2,SOCIAL,,32,54,15932,13.0
H3,DOMESTICO MEDIO,,25,65,31767,18.0
H3,DOMESTICO BAJA,,27,44,26413,8.0
H1,DOMESTICO MEDIO,,32,12,33982,0.0
H3,DOMESTICO RESIDENCIAL,,24,68,16710,13.0
MX,DOMESTICO MEDIO,,29,2,10454,8.0
H2,DOMESTICO MEDIO,,37,38,43773,24.0
H3,DOMESTICO MEDIO,,28,26,37870,25.0
H3,DOMESTICO MEDIO,,34,14,47612,4.0
H2,DOMESTICO MEDIO,,31,56,14208,30.0
H2,DOMESTICO MEDIO,,39,1,21335,17.0
H2,DOMESTICO MEDIO,,30,43,30164,0.0
MX,COMERCIAL,,34,92,30349,17.0
H2,DOMESTICO MEDIO,,39,12,34284,26.0
MX,COMERCIAL,,29,45,43781,0.0
H1,DOMESTICO MEDIO,,33,18,24993,22.0
H3,DOMESTICO RESIDENCIAL,,20,4,35988,19.0
H3,DOMESTICO MEDIO,,25,51,23264,7.0
H3,DOMESTICO MEDIO,,39,62,24740,19.0
MX,DOMESTICO MEDIO,,34,77,28673,22.0
H3,DOMESTICO MEDIO,,28,8,21261,22.0
H2,DOMESTICO MEDIO,,32,75,47974,22.0
MX,COMERCIAL,,23,8,39260,20.0
H3,DOMESTICO MEDIO,,35,71,11723,25.0
MX,DOMESTICO MEDIO,,38,62,27569,36.0
H2,DOMESTICO MEDIO,,25,83,40660,18.0
H2,DOMESTICO MEDIO,,31,4,26564,0.0
H2,DOMESTICO MEDIO,,30,86,46376,28.0
H2,DOMESTICO MEDIO,,21,3,14409,19.0
H2,DOMESTICO MEDIO,,37,45,39665,21.0
MX,COMERCIAL,,30,93,11066,21.0
H3,DOMESTICO MEDIO,,21,31,22406,9.0
H3,DOMESTICO MEDIO,,37,11,25085,7.0
H2,DOMESTICO MEDIO,,24,31,46581,21.0
H2,DOMESTICO MEDIO,,26,30,13639,10.0
H2,DOMESTICO MEDIO,,36,16,14071,15.0
H3,DOMESTICO MEDIO,,37,85,39814,8.0
H2,DOMESTICO MEDIO,,37,56,17287,15.0
H3,DOMESTICO MEDIO,,37,40,41438,29.0
H3,DOMESTICO MEDIO,,36,62,45481,15.0
MX,DOMESTICO MEDIO,,28,32,46159,16.0
H3,DOMESTICO MEDIO,,33,98,40328,10.0
H3,DOMESTICO MEDIO,,22,79,17696,0.0
H3,DOMESTICO MEDIO,,25,45,17376,46.0
H3,SOCIAL,,39,19,23207,18.0
MX,DOMESTICO MEDIO,,39,29,49677,31.0
MX,DOMESTICO MEDIO,,30,78,43960,15.0
H3,DOMESTICO RESIDENCIAL,,26,66,49256,12.0
H1,SOCIAL,,36,53,44559,0.0
H3,SOCIAL,,39,56,37809,16.0
H2,DOMESTICO MEDIO,,29,90,11119,23.0
H2,DOMESTICO MEDIO,,25,71,13054,1.0
H3,DOMESTICO MEDIO,,39,95,38194,19.0
H2,DOMESTICO MEDIO,,24,90,15835,36.0
H2,DOMESTICO MEDIO,,33,68,36165,19.0
H2,DOMESTICO MEDIO,,26,55,21209,22.0
H3,DOMESTICO MEDIO,,34,67,26966,0.0
H3,SOCIAL,,38,55,31403,27.0
H3,DOMESTICO MEDIO,,38,18,16604,17.0
H3,DOMESTICO MEDIO,,35,38,47201,17.0
H3,DOMESTICO MEDIO,,36,24,33711,11.0
H2,DOMESTICO MEDIO,,36,33,19000,11.0
H3,DOMESTICO MEDIO,,32,6,39593,24.0
H2,DOMESTICO MEDIO,,39,56,27101,13.0
H1,DOMESTICO MEDIO,,22,8,16655,12.0
H3,DOMESTICO RESIDENCIAL,,36,36,14025,34.0
H3,DOMESTICO RESIDENCIAL,,21,29,49897,10.0
H2,SOCIAL,,22,67,43740,18.0
MX,DOMESTICO MEDIO,,33,92,43385,14.0
H3,DOMESTICO MEDIO,,23,42,40284,28.0
H2,DOMESTICO MEDIO,,36,7,48079,30.0
H2,DOMESTICO MEDIO,,20,49,18587,17.0
H2,DOMESTICO MEDIO,,26,53,34632,14.0
MX,DOMESTICO MEDIO,,30,9,38843,39.0
H3,DOMESTICO MEDIO,,24,14,34750,8.0
H2,DOMESTICO MEDIO,,21,79,18899,16.0
H3,DOMESTICO MEDIO,,22,80,19770,22.0
H3,DOMESTICO MEDIO,,28,32,27245,7.0
H3,DOMESTICO MEDIO,,37,61,19068,20.0
H2,DOMESTICO RESIDENCIAL,,34,11,38303,26.0
H2,DOMESTICO MEDIO,,35,57,21575,22.0
H3,DOMESTICO MEDIO,,27,64,33034,20.0
MX,COMERCIAL,,35,82,19890,10.0
H2,DOMESTICO MEDIO,,37,88,11498,4.0
MX,COMERCIAL,,31,1,47041,4.0
MX,DOMESTICO RESIDENCIAL,,34,55,41335,22.0
H2,DOMESTICO MEDIO,,21,56,47794,7.0
H2,DOMESTICO MEDIO,,36,72,17658,17.0
H3,DOMESTICO MEDIO,,39,20,45345,14.0
H3,DOMESTICO MEDIO,,33,39,47862,8.0
H3,DOMESTICO MEDIO,,31,33,14178,13.0
H2,DOMESTICO MEDIO,,21,37,49517,16.0
H3,DOMESTICO MEDIO,,29,91,15880,25.0
H2,DOMESTICO MEDIO,,22,92,31011,9.0
H3,DOMESTICO MEDIO,,37,99,40638,30.0
MX,DOMESTICO MEDIO,,33,62,32016,4.0
H3,DOMESTICO MEDIO,,37,48,33000,40.0
H3,COMERCIAL,,30,70,14006,0.0
CU,COMERCIAL,,35,98,34084,15.0
H2,DOMESTICO MEDIO,,28,7,21140,27.0
H3,DOMESTICO MEDIO,,29,10,39442,20.0
MX,DOMESTICO MEDIO,,22,38,13211,22.0
MX,DOMESTICO MEDIO,,38,33,14435,14.0
H1,DOMESTICO MEDIO,,21,8,33584,28.0
H3,SOCIAL,,27,55,26862,30.0
H3,DOMESTICO MEDIO,,38,1,12966,0.0
H3,DOMESTICO MEDIO,,21,49,37635,20.0
H1,DOMESTICO MEDIO,,20,45,15854,20.0
H2,DOMESTICO MEDIO,,26,95,30076,17.0
H3,COMERCIAL,,35,90,27244,905.0
H3,DOMESTICO RESIDENCIAL,,23,39,31533,22.0
H3,DOMESTICO MEDIO,,33,14,10382,35.0
H3,DOMESTICO MEDIO,,34,79,28786,7.0
H2,DOMESTICO MEDIO,,26,15,39450,14.0
H2,DOMESTICO MEDIO,,22,29,29918,20.0
H3,DOMESTICO MEDIO,,38,41,48645,9.0
H3,DOMESTICO MEDIO,,26,33,43213,17.0
H2,DOMESTICO MEDIO,,34,56,15723,10.0
H3,DOMESTICO MEDIO,,22,82,37031,7.0
H2,DOMESTICO MEDIO,,20,8,41439,10.0
H2,DOMESTICO MEDIO,,23,47,46751,12.0
H2,SOCIAL,,20,52,22861,21.0
H2,DOMESTICO MEDIO,,35,1,40938,15.0
H2,DOMESTICO MEDIO,,26,45,41159,14.0
H3,DOMESTICO MEDIO,,26,19,45448,20.0
H2,DOMESTICO MEDIO,,27,32,16695,28.0
H2,DOMESTICO MEDIO,,23,6,42705,14.0
H3,DOMESTICO MEDIO,,32,54,37422,0.0
H3,DOMESTICO MEDIO,,32,70,34721,18.0
H2,DOMESTICO MEDIO,,37,93,30247,15.0
H3,DOMESTICO MEDIO,,33,77,44336,28.0
H3,DOMESTICO MEDIO,,39,31,49374,4.0
H2,DOMESTICO RESIDENCIAL,,22,58,34251,2.0
H1,DOMESTICO MEDIO,,25,67,37140,7.0
H3,DOMESTICO MEDIO,,21,45,34449,19.0
H3,COMERCIAL,,21,49,44824,23.0
H3,DOMESTICO RESIDENCIAL,,39,39,28511,9.0
MX,DOMESTICO MEDIO,,26,38,12978,11.0
H3,DOMESTICO RESIDENCIAL,,39,80,12838,17.0
H3,DOMESTICO MEDIO,,30,23,46594,7.0
H2,DOMESTICO MEDIO,,25,42,38639,17.0
H3,DOMESTICO MEDIO,,36,7,28492,18.0
H3,DOMESTICO BAJA,,38,92,44088,19.0
H2,DOMESTICO RESIDENCIAL,,28,7,41306,34.0
H1,DOMESTICO MEDIO,,30,37,33718,16.0
H3,DOMESTICO MEDIO,,27,4,49443,17.0
H2,DOMESTICO MEDIO,,33,82,21736,18.0
MX,DOMESTICO MEDIO,,29,89,27623,19.0
H2,DOMESTICO MEDIO,,23,65,26878,6.0
H2,DOMESTICO MEDIO,,39,12,14515,29.0
H3,DOMESTICO MEDIO,,26,29,29547,19.0
H3,DOMESTICO MEDIO,,39,62,27401,2.0
H3,DOMESTICO RESIDENCIAL,,27,14,28206,30.0
H3,DOMESTICO MEDIO,,28,9,11482,10.0
H3,DOMESTICO RESIDENCIAL,,36,81,29788,11.0
H2,DOMESTICO MEDIO,,37,88,13125,9.0
H3,DOMESTICO MEDIO,,34,44,25968,20.0
H3,DOMESTICO RESIDENCIAL,,34,17,43224,15.0
H2,DOMESTICO MEDIO,,32,30,39777,17.0
MX,COMERCIAL,,29,45,39939,8.0
MX,DOMESTICO MEDIO,,22,87,19753,22.0
H3,DOMESTICO MEDIO,,21,97,33507,14.0
MX,COMERCIAL,,32,94,29916,66.0
H2,DOMESTICO MEDIO,,37,79,26227,29.0
H2,DOMESTICO MEDIO,,33,46,48017,16.0
H3,DOMESTICO RESIDENCIAL,,24,82,13641,11.0
H2,DOMESTICO MEDIO,,24,97,13545,18.0
H1,DOMESTICO MEDIO,,21,64,48017,31.0
H3,DOMESTICO MEDIO,,21,39,21807,10.0
H2,DOMESTICO MEDIO,,22,63,10554,17.0
MX,DOMESTICO MEDIO,,37,21,36377,30.0
H2,DOMESTICO MEDIO,,20,50,43372,9.0
H2,DOMESTICO MEDIO,,38,7,49495,19.0
MX,DOMESTICO MEDIO,,39,55,34979,38.0
H2,DOMESTICO MEDIO,,21,51,42873,8.0
H3,DOMESTICO RESIDENCIAL,,32,35,27245,5.0
H3,DOMESTICO RESIDENCIAL,,35,36,18320,31.0
H3,DOMESTICO MEDIO,,27,45,38702,3.0
H2,DOMESTICO MEDIO,,39,2,24698,31.0
H3,DOMESTICO MEDIO,,33,14,28146,23.0
H3,DOMESTICO MEDIO,,32,10,45554,20.0
H3,DOMESTICO RESIDENCIAL,,23,76,33636,30.0
H2,DOMESTICO MEDIO,,36,79,35353,4.0
H3,DOMESTICO RESIDENCIAL,,29,59,32442,28.0
H3,DOMESTICO MEDIO,,33,94,15110,30.0
H3,DOMESTICO MEDIO,,35,93,45442,0.0
H3,DOMESTICO MEDIO,,32,44,22124,0.0
H2,DOMESTICO MEDIO,,32,22,40564,17.0
H2,DOMESTICO MEDIO,,31,82,24487,3.0
H3,DOMESTICO MEDIO,,30,10,20045,22.0
H2,DOMESTICO MEDIO,,25,55,34219,27.0
H2,DOMESTICO MEDIO,,24,94,28101,16.0
H2,DOMESTICO MEDIO,,27,95,46175,19.0
H3,DOMESTICO MEDIO,,32,99,26868,22.0
H3,DOMESTICO MEDIO,,26,66,10842,12.0
H3,DOMESTICO MEDIO,,22,81,40973,14.0
H3,DOMESTICO MEDIO,,35,88,46479,45.0
H3,DOMESTICO RESIDENCIAL,,33,7,22649,12.0
H3,DOMESTICO RESIDENCIAL,,32,3,40676,13.0
H3,DOMESTICO MEDIO,,21,98,22917,15.0
H3,DOMESTICO MEDIO,,38,65,42540,11.0
H3,DOMESTICO MEDIO,,32,48,14402,7.0
H2,SOCIAL,,28,18,49027,21.0
H3,DOMESTICO MEDIO,,28,98,49007,47.0
H2,DOMESTICO MEDIO,,38,24,29634,72.0
H3,DOMESTICO RESIDENCIAL,,34,76,41790,16.0
H2,DOMESTICO MEDIO,,35,0,12951,16.0
H3,DOMESTICO MEDIO,,31,99,47641,9.0
H2,DOMESTICO MEDIO,,38,7,19093,24.0
H3,DOMESTICO MEDIO,,30,34,39906,12.0
H3,DOMESTICO MEDIO,,23,37,48572,20.0
H3,DOMESTICO MEDIO,,25,92,16151,1.0
H3,DOMESTICO MEDIO,,37,58,18523,24.0
H3,DOMESTICO MEDIO,,27,1,27678,1.0
H3,DOMESTICO MEDIO,,30,59,27768,18.0
H1,DOMESTICO MEDIO,,32,17,29629,24.0
H3,SOCIAL,,24,5,28266,15.0
H2,DOMESTICO MEDIO,,32,58,17922,25.0
H3,DOMESTICO RESIDENCIAL,,34,50,37569,7.0
H3,DOMESTICO MEDIO,,29,12,42394,1.0
H3,DOMESTICO MEDIO,,38,89,44264,0.0
H2,DOMESTICO MEDIO,,32,12,13524,14.0
H3,DOMESTICO MEDIO,,21,66,34826,0.0
H3,DOMESTICO MEDIO,,39,58,45029,9.0
H3,DOMESTICO RESIDENCIAL,,28,62,18042,15.0
H3,DOMESTICO BAJA,,38,29,47751,7.0
H1,DOMESTICO MEDIO,,26,32,41308,68.0
H3,COMERCIAL,,31,66,49431,18.0
H2,DOMESTICO MEDIO,,39,91,37634,30.0
H2,ESPECIAL,,23,80,45846,21.0
H2,DOMESTICO MEDIO,,32,73,37744,12.0
H1,DOMESTICO MEDIO,,33,40,35955,0.0
H3,DOMESTICO MEDIO,,24,29,21175,17.0
MX,DOMESTICO MEDIO,,34,84,15729,11.0
H1,DOMESTICO MEDIO,,28,60,12513,19.0
H3,DOMESTICO RESIDENCIAL,,26,96,43522,0.0
H2,DOMESTICO MEDIO,,30,72,30483,0.0
H2,SOCIAL,,29,60,22669,21.0
H2,DOMESTICO BAJA,,29,3,40630,0.0
H1,DOMESTICO RESIDENCIAL,,32,11,42984,26.0
H3,DOMESTICO MEDIO,,39,97,40730,17.0
H3,DOMESTICO MEDIO,,29,42,27013,20.0
H3,DOMESTICO MEDIO,,30,87,23640,13.0
H3,DOMESTICO MEDIO,,38,44,32652,20.0
MX,DOMESTICO MEDIO,,26,21,34162,13.0
H3,DOMESTICO MEDIO,,34,8,39891,15.0
H2,DOMESTICO MEDIO,,21,30,36819,3.0
H3,DOMESTICO MEDIO,,28,5,19351,11.0
H3,DOMESTICO MEDIO,,21,91,44430,3.0
H3,DOMESTICO MEDIO,,35,24,19252,12.0
H3,DOMESTICO MEDIO,,35,27,10946,14.0
H1,DOMESTICO RESIDENCIAL,,39,57,24512,7.0
H2,DOMESTICO MEDIO,,22,63,40205,32.0
H3,DOMESTICO MEDIO,,33,41,21483,20.0
H2,DOMESTICO MEDIO,,39,37,33550,30.0
H3,DOMESTICO RESIDENCIAL,,31,63,14426,0.0
H2,DOMESTICO MEDIO,,20,50,22225,21.0
H1,DOMESTICO MEDIO,,30,60,33599,38.0
H2,DOMESTICO MEDIO,,21,60,17023,30.0
H3,DOMESTICO RESIDENCIAL,,26,12,36200,13.0
H3,DOMESTICO MEDIO,,31,43,44732,7.0
MX,DOMESTICO MEDIO,,24,95,37960,17.0
H3,DOMESTICO RESIDENCIAL,,20,39,46712,20.0
H3,DOMESTICO MEDIO,,33,37,41186,10.0
H3,DOMESTICO MEDIO,,38,62,22418,20.0
H3,COMERCIAL,,37,52,47880,5708.0
H3,DOMESTICO MEDIO,,39,31,24741,11.0
H2,DOMESTICO MEDIO,,35,86,25968,29.0
H2,DOMESTICO MEDIO,,30,48,30358,0.0
H2,DOMESTICO RESIDENCIAL,,28,93,35934,3.0
H3,DOMESTICO MEDIO,,31,85,11282,20.0
H2,DOMESTICO MEDIO,,30,36,18433,22.0
H2,SOCIAL,,34,74,15777,21.0
H3,DOMESTICO RESIDENCIAL,,21,45,32590,23.0
H3,DOMESTICO MEDIO,,32,92,25409,16.0
H2,DOMESTICO MEDIO,,30,71,39094,19.0
H2,DOMESTICO RESIDENCIAL,,37,30,14637,5.0
H3,DOMESTICO MEDIO,,35,10,33703,20.0
H3,DOMESTICO MEDIO,,32,3,43778,20.0
H3,DOMESTICO MEDIO,,27,57,36702,5.0
H3,DOMESTICO MEDIO,,39,52,28412,10.0
H3,DOMESTICO MEDIO,,35,1,29023,2.0
H3,DOMESTICO MEDIO,,33,61,42564,7.0
H3,DOMESTICO MEDIO,,35,55,21263,25.0
H3,DOMESTICO MEDIO,,31,92,29478,21.0
H1,DOMESTICO MEDIO,,33,1,30785,12.0
H3,DOMESTICO RESIDENCIAL,,29,63,31450,9.0
MX,DOMESTICO MEDIO,,33,6,26725,8.0
H2,DOMESTICO MEDIO,,27,42,13155,6.0
H3,DOMESTICO MEDIO,,25,6,42058,22.0
H3,DOMESTICO MEDIO,,33,11,19361,20.0
H2,DOMESTICO MEDIO,,28,40,26721,31.0
H1,DOMESTICO MEDIO,,28,0,34171,10.0
MX,DOMESTICO MEDIO,,27,65,48287,22.0
H2,SOCIAL,,24,46,43394,31.0
H3,DOMESTICO BAJA,,25,86,25366,17.0
H3,DOMESTICO MEDIO,,28,60,21601,10.0
H3,DOMESTICO RESIDENCIAL,,36,10,21914,19.0
H2,DOMESTICO RESIDENCIAL,,30,70,22254,40.0
H2,DOMESTICO MEDIO,,28,63,41523,0.0
H3,DOMESTICO RESIDENCIAL,,35,2,25492,8.0
H3,DOMESTICO MEDIO,,23,12,48278,13.0
H3,DOMESTICO RESIDENCIAL,,21,56,18348,16.0
H3,DOMESTICO MEDIO,,20,68,31860,3.0
H2,DOMESTICO BAJA,,28,6,35150,2.0
H3,DOMESTICO MEDIO,,21,68,37703,9.0
H3,DOMESTICO MEDIO,,32,17,14266,17.0
H3,DOMESTICO MEDIO,,26,54,16120,10.0
H3,DOMESTICO RESIDENCIAL,,32,53,35545,30.0
H2,DOMESTICO MEDIO,,33,92,13581,20.0
MX,COMERCIAL,,21,47,14626,22.0
H2,DOMESTICO MEDIO,,36,92,25432,28.0
